55,AUS,Australia,Oceania,26439111,26177413,25670051,23820236,22019168,19017963,17048003,14706322,12595034,7692024,3,1.00%,0.33%
92,PNG,Papua New Guinea,Oceania,10329931,10142619,9749640,8682174,7583269,5508297,3864972,3104788,2489059,462840,23,1.85%,0.13%
123,NZL,New Zealand,Oceania,5228100,5185288,5061133,4590590,4346338,3855266,3397389,3147168,2824061,270467,20,0.83%,0.07%
162,FJI,Fiji,Oceania,936375,929766,920422,917200,905169,832509,780430,644582,527634,18272,51,0.71%,0.01%
166,SLB,Solomon Islands,Oceania,740424,724273,691191,612660,540394,429978,324171,233668,172833,28896,26,2.23%,0.01%
182,VUT,Vanuatu,Oceania,334506,326740,311685,276438,245453,192074,150882,118156,87019,12189,27,2.38%,0.00%
184,PYF,French Polynesia,Oceania,308872,306279,301920,291787,283788,250927,211089,163591,117891,4167,89,0.85%,0.00%
185,NCL,New Caledonia,Oceania,292991,289950,286403,283032,261426,221537,177264,148599,110982,18575,16,1.05%,0.00%
188,WSM,Samoa,Oceania,225681,222382,214929,203571,194672,184008,168186,164905,142771,2842,81,1.48%,0.00%
191,GUM,Guam,Oceania,172952,171774,169231,167978,164905,160188,138263,110286,88300,549,320,0.69%,0.00%
192,KIR,Kiribati,Oceania,133515,131232,126463,116707,107995,88826,75124,60813,57437,811,165,1.74%,0.00%
194,FSM,Micronesia,Oceania,115224,114164,112106,109462,107588,111709,98603,76299,58989,702,165,0.93%,0.00%
196,TON,Tonga,Oceania,107773,106858,105254,106122,107383,102603,98727,96708,86484,747,150,0.86%,0.00%
210,MNP,Northern Mariana Islands,Oceania,49796,49551,49587,51514,54087,80338,48002,17613,10143,464,108,0.49%,0.00%
214,ASM,American Samoa,Oceania,43914,44273,46189,51368,54849,58230,47818,32886,27075,199,220,-0.81%,0.00%
215,MHL,Marshall Islands,Oceania,41996,41569,43413,49410,53416,54224,46047,31988,23969,181,233,1.03%,0.00%
222,PLW,Palau,Oceania,18058,18055,17972,17794,18540,19726,15293,12252,11366,459,39,0.02%,0.00%
223,COK,Cook Islands,Oceania,17044,17011,17029,17695,17212,15897,17123,17651,20470,240,71,0.19%,0.00%
225,NRU,Nauru,Oceania,12780,12668,12315,11185,10241,10377,9598,7635,6663,21,639,0.88%,0.00%
226,WLF,Wallis and Futuna,Oceania,11502,11572,11655,12182,13142,14723,13454,11315,9377,274,42,-0.60%,0.00%
227,TUV,Tuvalu,Oceania,11396,11312,11069,10877,10550,9638,9182,7731,5814,26,380,0.74%,0.00%
232,NIU,Niue,Oceania,1935,1934,1942,1847,1812,2074,2533,3637,5185,261,7,0.05%,0.00%
233,TKL,Tokelau,Oceania,1893,1871,1827,1454,1367,1666,1669,1647,1714,12,189,1.18%,0.00%
